ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2016-01-15,4802.382289473127,-1776.2864072106534,14071.600488070942,4802.382289473127,4802.382289473127,1987.1069466550616,1987.1069466550616,1987.1069466550616,-72.04913558706548,-72.04913558706548,-72.04913558706548,2059.156082242127,2059.156082242127,2059.156082242127,0.0,0.0,0.0,6789.489236128188
2016-01-16,4809.285951877792,-949.0695624831233,14804.193688143114,4809.285951877792,4809.285951877792,2218.5275686064892,2218.5275686064892,2218.5275686064892,-2.185502066762779,-2.185502066762779,-2.185502066762779,2220.713070673252,2220.713070673252,2220.713070673252,0.0,0.0,0.0,7027.813520484282
2016-01-18,4823.093276687123,-325.4410121365485,15527.91296048811,4823.093276687123,4823.093276687123,3180.2689469848797,3180.2689469848797,3180.2689469848797,747.9107025028457,747.9107025028457,747.9107025028457,2432.358244482034,2432.358244482034,2432.358244482034,0.0,0.0,0.0,8003.362223672002
2016-01-19,4829.996939091788,-972.4674171228133,14734.510861951134,4829.996939091788,4829.996939091788,2197.9885010574894,2197.9885010574894,2197.9885010574894,-281.65448081250435,-281.65448081250435,-281.65448081250435,2479.642981869994,2479.642981869994,2479.642981869994,0.0,0.0,0.0,7027.985440149278
2016-01-20,4836.900601496453,-1264.7314496892577,15001.693711340258,4836.900601496453,4836.900601496453,1632.8981553208203,1632.8981553208203,1632.8981553208203,-854.3532850805374,-854.3532850805374,-854.3532850805374,2487.251440401358,2487.251440401358,2487.251440401358,0.0,0.0,0.0,6469.798756817274
2016-01-21,4843.804263901119,-794.6253139833043,15456.239580105495,4843.804263901119,4843.804263901119,2512.6425499868055,2512.6425499868055,2512.6425499868055,57.021136586133906,57.021136586133906,57.021136586133906,2455.6214134006714,2455.6214134006714,2455.6214134006714,0.0,0.0,0.0,7356.446813887925
2016-01-22,4850.707926305784,-832.3125506463695,15550.722859681335,4850.707926305784,4850.707926305784,2313.871157942592,2313.871157942592,2313.871157942592,-72.04913558728684,-72.04913558728684,-72.04913558728684,2385.9202935298786,2385.9202935298786,2385.9202935298786,0.0,0.0,0.0,7164.579084248377
2016-01-23,4857.61158871045,-703.4379075103151,15172.702453670136,4857.61158871045,4857.61158871045,2277.832670596183,2277.832670596183,2277.832670596183,-2.1855020662630316,-2.1855020662630316,-2.1855020662630316,2280.018172662446,2280.018172662446,2280.018172662446,0.0,0.0,0.0,7135.444259306632
2016-01-25,4871.41891351978,-375.2182592749207,15947.81669367529,4871.41891351978,4871.41891351978,2718.25465186076,2718.25465186076,2718.25465186076,747.9107025022844,747.9107025022844,747.9107025022844,1970.3439493584756,1970.3439493584756,1970.3439493584756,0.0,0.0,0.0,7589.673565380541
2016-01-27,4885.226238329111,-2194.8194272079627,13927.545822067541,4885.226238329111,4885.226238329111,699.36803352691,699.36803352691,699.36803352691,-854.353285079665,-854.353285079665,-854.353285079665,1553.721318606575,1553.721318606575,1553.721318606575,0.0,0.0,0.0,5584.594271856021
2016-01-28,4892.129900733776,-1886.3181102402853,14183.718734076852,4892.129900733776,4892.129900733776,1372.880099017318,1372.880099017318,1372.880099017318,57.02113658671674,57.02113658671674,57.02113658671674,1315.8589624306012,1315.8589624306012,1315.8589624306012,0.0,0.0,0.0,6265.009999751093
2016-01-29,4899.033563138441,-1736.2385952632505,13414.310699724942,4899.033563138441,4899.033563138441,992.5514877263656,992.5514877263656,992.5514877263656,-72.04913558752227,-72.04913558752227,-72.04913558752227,1064.600623313888,1064.600623313888,1064.600623313888,0.0,0.0,0.0,5891.585050864807
2016-01-30,4905.937225543107,-2737.883285021914,13664.193900634004,4905.937225543107,4905.937225543107,802.7435363823251,802.7435363823251,802.7435363823251,-2.185502066611664,-2.185502066611664,-2.185502066611664,804.9290384489368,804.9290384489368,804.9290384489368,0.0,0.0,0.0,5708.680761925432
2016-01-31,4912.840887947772,-1951.2439148258338,13757.00838598179,4912.840887947772,4912.840887947772,947.2194746553001,947.2194746553001,947.2194746553001,405.31056445907325,405.31056445907325,405.31056445907325,541.9089101962269,541.9089101962269,541.9089101962269,0.0,0.0,0.0,5860.0603626030725
2016-02-01,4919.744550531708,-1644.9810762957954,14008.346748118687,4919.744550531708,4919.744550531708,1028.495174918829,1028.495174918829,1028.495174918829,747.9107025026786,747.9107025026786,747.9107025026786,280.58447241615033,280.58447241615033,280.58447241615033,0.0,0.0,0.0,5948.239725450538
2016-02-03,4933.551875699582,-4082.3731916374954,11465.872128545689,4933.551875699582,4933.551875699582,-1071.8586951099903,-1071.8586951099903,-1071.8586951099903,-854.3532850787927,-854.3532850787927,-854.3532850787927,-217.5054100311977,-217.5054100311977,-217.5054100311977,0.0,0.0,0.0,3861.693180589591
2016-02-04,4940.455538283518,-3874.1726958786394,12765.892815279789,4940.455538283518,4940.455538283518,-388.15320549916675,-388.15320549916675,-388.15320549916675,57.021136587299594,57.021136587299594,57.021136587299594,-445.1743420864663,-445.1743420864663,-445.1743420864663,0.0,0.0,0.0,4552.302332784351
2016-02-05,4947.359200867454,-3699.3824691076384,12071.96865930913,4947.359200867454,4947.359200867454,-725.1800941634513,-725.1800941634513,-725.1800941634513,-72.04913558647866,-72.04913558647866,-72.04913558647866,-653.1309585769726,-653.1309585769726,-653.1309585769726,0.0,0.0,0.0,4222.179106704003
2016-02-06,4954.262863451391,-4283.905882799913,12508.120240303753,4954.262863451391,4954.262863451391,-840.0340566442645,-840.0340566442645,-840.0340566442645,-2.185502066580299,-2.185502066580299,-2.185502066580299,-837.8485545776842,-837.8485545776842,-837.8485545776842,0.0,0.0,0.0,4114.228806807127
2016-02-07,4961.166526035328,-3480.8182743000957,12638.497352578837,4961.166526035328,4961.166526035328,-591.0250997083425,-591.0250997083425,-591.0250997083425,405.3105644590091,405.3105644590091,405.3105644590091,-996.3356641673515,-996.3356641673515,-996.3356641673515,0.0,0.0,0.0,4370.141426326986
2016-02-08,4968.070188619265,-3622.0196186780713,12684.918507161614,4968.070188619265,4968.070188619265,-378.2779453179376,-378.2779453179376,-378.2779453179376,747.910702502046,747.910702502046,747.910702502046,-1126.1886478199838,-1126.1886478199838,-1126.1886478199838,0.0,0.0,0.0,4589.792243301327
2016-02-09,4974.973851203201,-4547.204463626284,11620.025007255244,4974.973851203201,4974.973851203201,-1507.285785244311,-1507.285785244311,-1507.285785244311,-281.65448081528257,-281.65448081528257,-281.65448081528257,-1225.6313044290282,-1225.6313044290282,-1225.6313044290282,0.0,0.0,0.0,3467.6880659588896
